train_loss,train_regret_full,train_accuracy,validation_loss,validation_regret_full,validation_accuracy,test_loss,test_regret_full,test_accuracy,subepoch,time,validation_relaxation,hyperparams,capacity,total_time
47074.078125,280.8427848815918,0.7756642512077294,36545.20703125,345.1260929107666,0.7920138888888889,50918.6171875,292.6365966796875,0.8006120527306968,43,70.83245301246643,False,"{'lr': 0.01, 'momentum': 0.1}",180,1408.4177594184875
46357.9453125,282.00150299072266,0.7752113526570048,35920.375,345.1260929107666,0.7913194444444445,50182.62109375,292.824275970459,0.800376647834275,44,72.35072040557861,False,"{'lr': 0.01, 'momentum': 0.1}",180,1408.4177594184875
45674.21484375,282.00150299072266,0.7751358695652174,35321.19140625,345.1260929107666,0.7913194444444445,49477.87890625,294.9917984008789,0.7997881355932204,45,74.11797189712524,False,"{'lr': 0.01, 'momentum': 0.1}",180,1408.4177594184875
45021.40625,284.7980041503906,0.7749849033816425,34746.58984375,345.1260929107666,0.7913194444444445,48803.046875,298.8677673339844,0.8000235404896422,46,75.64419722557068,False,"{'lr': 0.01, 'momentum': 0.1}",180,1408.4177594184875
44398.0859375,286.37652492523193,0.7746829710144928,34195.54296875,345.1260929107666,0.7913194444444445,48156.8203125,298.8677673339844,0.8000235404896422,47,77.3219997882843,False,"{'lr': 0.01, 'momentum': 0.1}",180,1408.4177594184875
43802.9140625,287.7939758300781,0.7743432971014492,33667.0703125,345.1260929107666,0.7913194444444445,47537.9609375,299.8464050292969,0.7997881355932204,48,78.90578031539917,False,"{'lr': 0.01, 'momentum': 0.1}",180,1408.4177594184875
43234.58984375,287.7939758300781,0.7741923309178744,33160.23046875,345.1260929107666,0.7913194444444445,46945.29296875,299.8464050292969,0.8001412429378532,49,80.63872337341309,False,"{'lr': 0.01, 'momentum': 0.1}",180,1408.4177594184875
42691.890625,289.7099800109863,0.7739281400966184,32674.1171875,364.37720680236816,0.7895833333333333,46377.67578125,304.0945510864258,0.8000235404896422,50,82.40188884735107,False,"{'lr': 0.01, 'momentum': 0.1}",180,1408.4177594184875
143808.0,200.09519577026367,0.8431838768115942,110922.140625,201.94403457641602,0.8392361111111111,142079.03125,173.96527862548828,0.8565207156308852,1,3.106604814529419,False,"{'lr': 0.01, 'momentum': 0.1}",210,1844.4740211963654
138626.484375,198.8095474243164,0.8425800120772947,107191.875,201.1218719482422,0.8385416666666666,137408.734375,163.2833023071289,0.8569915254237288,2,4.871622562408447,False,"{'lr': 0.01, 'momentum': 0.1}",210,1844.4740211963654
